station,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,vp,vp_source,vp_deficit,vp_deficit_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,mslp,mslp_source,metadata
40913,2010-01-01,    1.4,0, 29.6,0, 23.6,0, 22.2,0, 15.8,26,  5.1,25,  5.8,26,  5.1,25, 5.7,26, 19.5,25, 53.5,26, 76.2,26,  5.0,26,  6.2,26, 3.6,26, 7.5,26, 5.6,26,1016.0,0,"name=BRISBANE                                "
40913,2010-01-02,    0.8,0, 30.8,0, 23.9,0, 24.4,0, 15.8,26,  6.9,25,  6.6,26,  6.9,25, 7.0,26, 24.5,25, 54.9,26, 82.3,26,  5.7,26,  6.8,26, 5.5,26, 8.3,26, 6.9,26,1012.5,0,"latitude= -27.4808"
40913,2010-01-03,    0.0,0, 32.2,0, 24.9,0, 27.6,0, 15.7,26,  4.2,25,  5.1,26,  4.2,25, 4.9,26, 15.0,25, 57.4,26, 87.7,26,  4.3,26,  5.3,26, 3.3,26, 6.3,26, 4.8,26,1010.7,0,"longitude= 153.0389"
40913,2010-01-04,   20.6,0, 27.7,0, 23.4,0, 23.8,0, 11.1,26,  4.4,25,  3.4,26,  4.4,25, 2.6,26,  7.9,25, 64.1,26, 82.7,26,  2.8,26,  3.7,26, 1.1,26, 4.1,26, 2.6,26,1015.8,0,"elevation=   8.1 m"
40913,2010-01-05,    0.0,0, 27.8,0, 21.1,0, 21.7,0, 12.2,26,  3.9,25,  4.4,26,  3.9,25, 4.1,26, 13.9,25, 58.1,26, 86.8,26,  3.7,26,  4.6,26, 2.7,26, 5.5,26, 4.1,26,1017.3,0,"reference=RXNVDESCLJHGFTAPWM"
40913,2010-01-06,    0.0,0, 29.3,0, 21.8,0, 25.2,0, 11.3,26,  4.0,25,  4.9,26,  4.0,25, 5.1,26, 17.1,25, 61.8,26, 96.5,26,  4.1,26,  4.8,26, 4.4,26, 5.7,26, 5.0,26,1015.5,0,"extracted=20220528"
40913,2010-01-07,    0.6,0, 28.6,0, 22.4,0, 25.8,0, 10.0,26,  4.6,25,  4.2,26,  4.6,25, 4.4,26, 14.4,25, 65.9,26, 95.3,26,  3.5,26,  4.2,26, 3.7,26, 5.0,26, 4.3,26,1014.8,0,"Please read our web site for information about the meanings of the codes, and other information"
40913,2010-01-08,    0.2,0, 30.3,0, 22.3,0, 22.0,0, 16.5,26,  5.0,25,  5.8,26,  5.0,25, 5.5,26, 18.8,25, 51.0,26, 81.7,26,  4.9,26,  6.1,26, 3.5,26, 7.2,26, 5.4,26,1017.6,0,""
40913,2010-01-09,    0.0,0, 30.2,0, 21.7,0, 24.7,0, 13.3,26,  7.1,25,  6.8,26,  7.1,25, 7.8,26, 28.1,25, 57.6,26, 95.2,26,  5.9,26,  6.7,26, 7.1,26, 8.1,26, 7.6,26,1019.2,0,""
40913,2010-01-10,    0.0,0, 30.6,0, 21.0,0, 22.2,0, 16.0,26,  7.1,25,  7.4,26,  7.1,25, 8.1,26, 29.6,25, 50.6,26, 89.3,26,  6.3,26,  7.4,26, 6.8,26, 8.9,26, 7.8,26,1017.7,0,""
40913,2010-01-11,    0.0,0, 30.5,0, 20.8,0, 23.2,0, 14.8,26,  7.0,25,  7.0,26,  7.0,25, 7.7,26, 28.1,25, 53.1,26, 94.5,26,  6.0,26,  7.0,26, 6.7,26, 8.3,26, 7.5,26,1016.7,0,""
40913,2010-01-12,    0.0,0, 31.0,0, 21.3,0, 21.8,0, 17.3,26,  9.0,25,  7.3,26,  9.0,25, 7.6,26, 28.0,25, 48.5,26, 86.1,26,  6.2,26,  7.4,26, 6.0,26, 8.9,26, 7.4,26,1015.0,0,""
40913,2010-01-13,    0.0,0, 30.1,0, 20.9,0, 21.6,0, 15.8,26,  6.3,25,  7.2,26,  6.3,25, 7.7,26, 28.4,25, 50.6,26, 87.4,26,  6.1,26,  7.2,26, 6.2,26, 8.7,26, 7.5,26,1014.8,0,""
40913,2010-01-14,    0.0,0, 30.7,0, 23.2,0, 22.2,0, 17.4,26,  7.5,25,  7.3,26,  7.5,25, 7.7,26, 27.7,25, 50.3,26, 78.1,26,  6.3,26,  7.5,26, 5.8,26, 9.2,26, 7.5,26,1015.6,0,""
40913,2010-01-15,    0.0,0, 30.8,0, 21.5,0, 22.7,0, 16.2,26,  7.3,25,  6.7,26,  7.3,25, 7.0,26, 25.2,25, 51.1,26, 88.6,26,  5.7,26,  6.8,26, 5.5,26, 8.1,26, 6.8,26,1015.5,0,""
40913,2010-01-16,    0.0,0, 29.9,0, 21.3,0, 19.7,0, 17.5,26,  7.0,25,  6.9,26,  7.0,25, 6.7,26, 25.1,25, 46.7,26, 77.8,26,  5.8,26,  7.1,26, 4.5,26, 8.6,26, 6.6,26,1012.7,0,""
40913,2010-01-17,    0.0,0, 32.4,0, 22.1,0, 20.4,0, 21.6,26,  7.5,25,  8.0,26,  7.5,25, 7.9,26, 28.7,25, 41.9,26, 76.7,26,  6.7,26,  8.3,26, 5.4,26,10.0,26, 7.7,26,1008.3,0,""
40913,2010-01-18,    4.4,0, 35.1,0, 22.1,0, 25.5,0, 21.6,26,  8.6,25,  8.1,26,  8.6,25, 8.3,26, 28.5,25, 45.1,26, 95.9,26,  6.8,26,  8.1,26, 6.7,26, 9.6,26, 8.1,26,1004.2,0,""
40913,2010-01-19,    0.0,0, 32.8,0, 17.3,0, 14.3,0, 25.6,26,  7.0,25,  8.9,26,  7.0,25, 7.7,26, 30.2,25, 28.7,26, 72.5,26,  7.1,26,  9.1,26, 4.2,26,10.8,26, 7.5,26,1008.3,0,""
40913,2010-01-20,    0.2,0, 33.0,0, 20.2,0, 20.1,0, 21.8,26,  7.2,25,  8.3,26,  7.2,25, 8.2,26, 30.2,25, 40.0,26, 84.9,26,  6.9,26,  8.4,26, 6.0,26,10.0,26, 8.0,26,1012.2,0,""
40913,2010-01-21,    0.0,0, 32.6,0, 21.3,0, 23.2,0, 18.7,26,  6.2,25,  6.7,26,  6.2,25, 6.4,26, 22.6,25, 47.2,26, 91.6,26,  5.6,26,  6.8,26, 4.7,26, 8.0,26, 6.3,26,1013.4,0,""
40913,2010-01-22,    0.0,0, 30.9,0, 22.4,0, 21.0,0, 18.5,26,  6.0,25,  6.4,26,  6.0,25, 5.9,26, 20.8,25, 47.0,26, 77.5,26,  5.3,26,  6.7,26, 3.5,26, 8.0,26, 5.8,26,1015.2,0,""
40913,2010-01-23,    0.0,0, 32.1,0, 21.3,0, 22.7,0, 18.3,26,  7.4,25,  7.7,26,  7.4,25, 8.1,26, 29.2,25, 47.5,26, 89.7,26,  6.5,26,  7.7,26, 6.5,26, 9.3,26, 7.9,26,1014.4,0,""
40913,2010-01-24,    0.0,0, 31.7,0, 21.8,0, 21.2,0, 19.4,26,  8.3,25,  7.8,26,  8.3,25, 8.0,26, 29.2,25, 45.4,26, 81.2,26,  6.6,26,  7.9,26, 6.0,26, 9.6,26, 7.8,26,1014.2,0,""
40913,2010-01-25,    0.0,0, 32.5,0, 21.5,0, 23.5,0, 18.3,26,  8.0,25,  7.5,26,  8.0,25, 7.8,26, 27.9,25, 48.0,26, 91.7,26,  6.3,26,  7.5,26, 6.3,26, 9.0,26, 7.6,26,1015.0,0,""
40913,2010-01-26,    0.0,0, 32.8,0, 22.4,0, 22.7,0, 20.2,26,  8.5,25,  7.8,26,  8.5,25, 8.1,26, 28.6,25, 45.6,26, 83.8,26,  6.6,26,  8.0,26, 6.1,26, 9.6,26, 7.9,26,1014.1,0,""
40913,2010-01-27,    0.0,0, 33.6,0, 21.9,0, 22.2,0, 21.9,26,  7.6,25,  8.0,26,  7.6,25, 7.9,26, 28.1,25, 42.7,26, 84.5,26,  6.7,26,  8.1,26, 5.7,26, 9.7,26, 7.7,26,1012.7,0,""
40913,2010-01-28,    0.0,0, 33.8,0, 24.1,0, 24.1,0, 21.8,26,  8.9,25,  7.5,26,  8.9,25, 7.5,26, 25.5,25, 45.8,26, 80.3,26,  6.4,26,  7.8,26, 5.2,26, 9.4,26, 7.3,26,1011.3,0,""
40913,2010-01-29,    3.6,0, 32.6,0, 21.1,0, 23.7,0, 18.1,26,  4.5,25,  5.9,26,  4.5,25, 5.3,26, 17.7,25, 48.2,26, 94.8,26,  4.7,26,  6.0,26, 3.6,26, 6.9,26, 5.2,26,1010.2,0,""
40913,2010-01-30,    3.0,0, 31.2,0, 22.8,0, 24.1,0, 16.2,26,  6.9,25,  5.6,26,  6.9,25, 5.4,26, 17.7,25, 53.0,26, 86.9,26,  4.6,26,  5.8,26, 3.7,26, 6.9,26, 5.3,26,1012.4,0,""
40913,2010-01-31,    5.4,0, 28.1,0, 22.7,0, 26.0,0,  9.1,26,  2.3,25,  3.4,26,  2.3,25, 3.0,26,  9.8,25, 68.4,26, 94.3,26,  2.8,26,  3.4,26, 2.2,26, 3.8,26, 3.0,26,1010.7,0,""
40913,2010-02-01,   17.4,0, 28.2,0, 22.0,0, 23.5,0, 11.4,26,  5.2,25,  3.5,26,  5.2,25, 2.8,26,  8.6,25, 61.5,26, 88.9,26,  2.8,26,  3.7,26, 1.4,26, 4.2,26, 2.8,26,1009.3,0,""
40913,2010-02-02,    2.6,0, 29.3,0, 22.0,0, 20.3,0, 16.4,26,  6.4,25,  5.0,26,  6.4,25, 4.6,26, 15.6,25, 49.8,26, 76.8,26,  4.4,26,  5.6,26, 2.2,26, 6.7,26, 4.5,26,1009.4,0,""
40913,2010-02-03,    2.4,0, 30.2,0, 22.0,0, 21.2,0, 16.9,26,  5.9,25,  6.3,26,  5.9,25, 6.5,26, 24.0,25, 49.4,26, 80.2,26,  5.6,26,  6.8,26, 4.6,26, 8.2,26, 6.4,26,1009.7,0,""
40913,2010-02-04,    0.0,0, 30.9,0, 21.5,0, 23.2,0, 15.8,26,  6.3,25,  6.2,26,  6.3,25, 6.7,26, 24.3,25, 51.9,26, 90.5,26,  5.5,26,  6.6,26, 5.3,26, 7.8,26, 6.6,26,1011.1,0,""
40913,2010-02-05,    0.0,0, 31.5,0, 21.8,0, 24.1,0, 16.1,26,  6.4,25,  6.2,26,  6.4,25, 6.6,26, 23.5,25, 52.1,26, 92.3,26,  5.4,26,  6.5,26, 5.3,26, 7.7,26, 6.5,26,1011.3,0,""
40913,2010-02-06,    0.0,0, 31.6,0, 24.6,0, 24.9,0, 17.2,26,  7.3,25,  6.1,26,  7.3,25, 6.7,26, 22.8,25, 53.6,26, 80.5,26,  5.6,26,  6.7,26, 4.9,26, 8.2,26, 6.6,26,1012.6,0,""
40913,2010-02-07,   89.0,0, 26.7,0, 22.3,0, 24.3,0,  8.5,26,  2.6,25,  3.3,26,  2.6,25, 3.0,26,  9.7,25, 69.4,26, 90.3,26,  2.7,26,  3.4,26, 2.1,26, 3.8,26, 3.0,26,1017.7,0,""
40913,2010-02-08,    0.8,0, 30.3,0, 22.0,0, 24.9,0, 13.4,26,  5.8,25,  5.2,26,  5.8,25, 5.6,26, 19.3,25, 57.7,26, 94.2,26,  4.5,26,  5.4,26, 4.6,26, 6.5,26, 5.5,26,1019.1,0,""
40913,2010-02-09,    0.2,0, 29.2,0, 21.3,0, 23.5,0, 12.6,26,  4.3,25,  5.3,26,  4.3,25, 5.8,26, 20.8,25, 58.0,26, 92.8,26,  4.6,26,  5.5,26, 4.8,26, 6.6,26, 5.7,26,1019.9,0,""
40913,2010-02-10,    7.0,0, 29.9,0, 21.4,0, 22.5,0, 14.8,26,  5.7,25,  6.0,26,  5.7,25, 6.5,26, 23.8,25, 53.3,26, 88.3,26,  5.3,26,  6.3,26, 5.1,26, 7.6,26, 6.4,26,1018.9,0,""
40913,2010-02-11,    0.0,0, 29.5,0, 21.4,0, 22.4,0, 14.3,26,  6.0,25,  6.3,26,  6.0,25, 7.2,26, 26.5,25, 54.3,26, 87.9,26,  5.6,26,  6.6,26, 5.9,26, 8.0,26, 7.0,26,1018.1,0,""
40913,2010-02-12,    0.0,0, 31.1,0, 21.0,0, 24.0,0, 15.1,26,  5.9,25,  6.4,26,  5.9,25, 7.3,26, 26.3,25, 53.1,26, 96.5,26,  5.7,26,  6.7,26, 6.3,26, 8.0,26, 7.1,26,1015.4,0,""
40913,2010-02-13,    0.0,0, 31.1,0, 21.6,0, 23.4,0, 16.0,26,  7.2,25,  6.5,26,  7.2,25, 7.3,26, 26.3,25, 51.8,26, 90.7,26,  5.8,26,  6.9,26, 6.0,26, 8.3,26, 7.1,26,1013.5,0,""
40913,2010-02-14,    0.0,0, 31.4,0, 23.6,0, 22.2,0, 18.9,26,  7.2,25,  6.9,26,  7.2,25, 7.5,26, 26.8,25, 48.3,26, 76.2,26,  6.2,26,  7.5,26, 5.4,26, 9.3,26, 7.3,26,1013.1,0,""
40913,2010-02-15,    0.0,0, 33.1,0, 24.7,0, 26.0,0, 18.9,26,  7.2,25,  6.9,26,  7.2,25, 7.8,26, 26.4,25, 51.4,26, 83.6,26,  6.2,26,  7.4,26, 6.1,26, 9.2,26, 7.6,26,1010.6,0,""
40913,2010-02-16,   17.4,0, 32.0,0, 24.3,0, 28.6,0, 14.0,26,  5.0,25,  4.0,26,  5.0,25, 3.4,26, 10.3,25, 60.1,26, 94.2,26,  3.3,26,  4.2,26, 2.1,26, 4.7,26, 3.4,26,1010.4,0,""
40913,2010-02-17,  121.4,0, 28.3,0, 21.3,0, 23.2,0, 11.5,26,  2.8,25,  3.4,26,  2.8,25, 2.5,26,  7.7,25, 60.3,26, 91.6,26,  2.7,26,  3.5,26, 1.1,26, 3.9,26, 2.5,26,1013.8,0,""
40913,2010-02-18,    0.0,0, 30.0,0, 22.5,0, 23.1,0, 15.0,26,  5.2,25,  5.0,26,  5.2,25, 4.9,26, 16.7,25, 54.4,26, 84.8,26,  4.3,26,  5.4,26, 3.2,26, 6.5,26, 4.9,26,1016.8,0,""
40913,2010-02-19,    0.0,0, 29.1,0, 20.4,0, 20.5,0, 15.0,26,  4.9,25,  5.5,26,  4.9,25, 5.3,26, 19.8,25, 50.9,26, 85.6,26,  4.7,26,  5.8,26, 3.6,26, 6.9,26, 5.2,26,1019.6,0,""
40913,2010-02-20,    0.4,0, 29.3,0, 20.8,0, 21.3,0, 14.7,26,  4.9,25,  4.8,26,  4.9,25, 4.4,26, 15.5,25, 52.3,26, 86.7,26,  4.1,26,  5.2,26, 2.7,26, 6.1,26, 4.4,26,1019.5,0,""
40913,2010-02-21,    2.2,0, 29.9,0, 21.4,0, 25.0,0, 12.3,26,  6.3,25,  4.7,26,  6.3,25, 4.9,26, 16.4,25, 59.3,26, 98.1,26,  3.9,26,  4.8,26, 4.0,26, 5.6,26, 4.8,26,1019.8,0,""
40913,2010-02-22,    0.2,0, 31.0,0, 20.3,0, 22.8,0, 15.7,26,  5.2,25,  6.2,26,  5.2,25, 6.4,26, 23.7,25, 50.8,26, 95.8,26,  5.3,26,  6.3,26, 5.2,26, 7.5,26, 6.3,26,1019.2,0,""
40913,2010-02-23,    0.0,0, 33.5,0, 22.7,0, 24.7,0, 19.7,26,  6.9,25,  7.0,26,  6.9,25, 7.5,26, 26.1,25, 47.7,26, 89.6,26,  6.1,26,  7.4,26, 5.8,26, 8.9,26, 7.4,26,1015.8,0,""
40913,2010-02-24,    0.0,0, 30.4,0, 24.0,0, 24.7,0, 14.9,26,  5.0,25,  4.5,26,  5.0,25, 4.2,26, 12.9,25, 56.9,26, 82.8,26,  3.8,26,  4.9,26, 2.5,26, 5.9,26, 4.2,26,1017.2,0,""
40913,2010-02-25,    0.0,0, 29.1,0, 23.6,0, 22.4,0, 14.8,26,  4.2,25,  4.6,26,  4.2,25, 4.2,26, 13.7,25, 55.6,26, 76.9,26,  3.9,26,  5.1,26, 2.2,26, 6.2,26, 4.2,26,1021.3,0,""
40913,2010-02-26,    1.4,0, 28.5,0, 19.6,0, 21.2,0, 13.0,26,  5.3,25,  5.3,26,  5.3,25, 5.2,26, 19.9,25, 54.5,26, 93.0,26,  4.4,26,  5.4,26, 4.0,26, 6.3,26, 5.2,26,1022.2,0,""
40913,2010-02-27,    0.6,0, 27.4,0, 20.2,0, 23.5,0,  9.3,26,  2.8,25,  3.6,26,  2.8,25, 3.4,26, 11.4,25, 64.4,26, 99.3,26,  2.9,26,  3.5,26, 2.7,26, 4.1,26, 3.4,26,1018.9,0,""
40913,2010-02-28,    9.4,0, 29.8,0, 21.9,0, 26.4,0, 11.0,26,  5.3,25,  4.6,26,  5.3,25, 4.9,26, 16.6,25, 62.9,26,100.0,26,  3.8,26,  4.5,26, 4.4,26, 5.4,26, 4.9,26,1017.1,0,""
40913,2010-03-01,   26.8,0, 26.4,0, 22.9,0, 26.8,0,  5.9,26,  3.0,25,  2.5,26,  3.0,25, 1.9,26,  6.4,25, 77.9,26, 96.0,26,  1.9,26,  2.3,26, 1.6,26, 2.3,26, 1.9,26,1013.6,0,""
40913,2010-03-02,   60.6,0, 23.9,0, 20.9,0, 23.2,0,  5.1,26,  2.6,25,  2.4,26,  2.6,25, 1.9,26,  6.2,25, 78.2,26, 93.9,26,  1.8,26,  2.2,26, 1.4,26, 2.3,26, 1.8,26,1010.5,0,""
40913,2010-03-03,   23.6,0, 27.2,0, 20.9,0, 24.0,0,  8.9,26,  4.0,25,  3.4,26,  4.0,25, 3.3,26, 10.9,25, 66.5,26, 97.1,26,  2.8,26,  3.4,26, 2.6,26, 3.9,26, 3.3,26,1011.6,0,""
40913,2010-03-04,   20.0,0, 27.0,0, 21.5,0, 21.6,0, 11.3,26,  3.7,25,  3.3,26,  3.7,25, 2.7,26,  8.1,25, 60.6,26, 84.3,26,  2.8,26,  3.7,26, 1.1,26, 4.2,26, 2.7,26,1013.2,0,""
40913,2010-03-05,    0.2,0, 28.5,0, 23.0,0, 23.1,0, 12.8,26,  3.3,25,  3.6,26,  3.3,25, 3.0,26,  9.1,25, 59.4,26, 82.3,26,  3.1,26,  4.0,26, 1.3,26, 4.8,26, 3.0,26,1011.9,0,""
40913,2010-03-06,    9.0,0, 27.0,0, 23.0,0, 27.4,0,  6.2,26,  1.9,25,  2.6,26,  1.9,25, 2.1,26,  7.0,25, 76.9,26, 97.6,26,  2.0,26,  2.4,26, 1.8,26, 2.5,26, 2.1,26,1011.9,0,""
40913,2010-03-07,    3.4,0, 27.2,0, 21.9,0, 24.3,0,  9.1,26,  2.7,25,  3.4,26,  2.7,25, 3.4,26, 11.2,25, 67.4,26, 92.5,26,  2.9,26,  3.5,26, 2.6,26, 4.2,26, 3.4,26,1014.4,0,""
40913,2010-03-08,    0.6,0, 27.2,0, 22.5,0, 24.0,0,  9.7,26,  1.7,25,  3.1,26,  1.7,25, 2.7,26,  8.3,25, 66.5,26, 88.1,26,  2.6,26,  3.3,26, 1.5,26, 3.8,26, 2.7,26,1016.3,0,""
40913,2010-03-09,    0.0,0, 32.6,0, 20.5,0, 23.8,0, 17.6,26,  4.7,25,  5.9,26,  4.7,25, 6.1,26, 22.2,25, 48.4,26, 98.7,26,  5.1,26,  6.3,26, 4.7,26, 7.4,26, 6.1,26,1017.0,0,""
40913,2010-03-10,    0.0,0, 33.1,0, 22.7,0, 26.9,0, 16.8,26,  5.0,25,  5.5,26,  5.0,25, 6.0,26, 20.4,25, 53.2,26, 97.5,26,  4.9,26,  5.9,26, 4.8,26, 7.1,26, 5.9,26,1017.9,0,""
40913,2010-03-11,    0.0,0, 30.0,0, 21.8,0, 20.9,0, 16.8,26,  5.6,25,  5.5,26,  5.6,25, 5.6,26, 20.9,25, 49.3,26, 80.1,26,  4.9,26,  6.2,26, 3.5,26, 7.5,26, 5.5,26,1022.1,0,""
40913,2010-03-12,    1.2,0, 28.1,0, 20.1,0, 18.9,0, 14.9,26,  6.9,25,  5.1,26,  6.9,25, 4.9,26, 18.9,25, 49.7,26, 80.4,26,  4.4,26,  5.6,26, 2.9,26, 6.7,26, 4.8,26,1028.1,0,""
40913,2010-03-13,    0.6,0, 27.4,0, 18.8,0, 17.2,0, 14.9,26,  5.2,25,  4.7,26,  5.2,25, 4.1,26, 16.1,25, 47.1,26, 79.3,26,  4.1,26,  5.3,26, 1.8,26, 6.2,26, 4.0,26,1027.5,0,""
40913,2010-03-14,    0.6,0, 27.5,0, 18.4,0, 20.4,0, 11.7,26,  5.3,25,  4.2,26,  5.3,25, 3.9,26, 14.9,25, 55.6,26, 96.4,26,  3.5,26,  4.4,26, 2.8,26, 5.0,26, 3.9,26,1024.5,0,""
40913,2010-03-15,    4.8,0, 28.0,0, 18.4,0, 19.4,0, 13.4,26,  4.7,25,  4.8,26,  4.7,25, 4.5,26, 17.5,25, 51.3,26, 91.7,26,  4.0,26,  5.0,26, 2.9,26, 5.9,26, 4.4,26,1023.1,0,""
40913,2010-03-16,    0.2,0, 28.3,0, 19.0,0, 19.1,0, 14.5,26,  4.3,25,  5.4,26,  4.3,25, 5.4,26, 21.5,25, 49.7,26, 87.0,26,  4.6,26,  5.7,26, 3.7,26, 6.9,26, 5.3,26,1020.5,0,""
40913,2010-03-17,    0.2,0, 28.4,0, 18.5,0, 21.0,0, 12.5,26,  5.4,25,  5.2,26,  5.4,25, 5.5,26, 21.7,25, 54.3,26, 98.7,26,  4.4,26,  5.3,26, 4.5,26, 6.3,26, 5.4,26,1022.6,0,""
40913,2010-03-18,    0.1,25, 27.9,0, 19.4,0, 17.2,0, 16.0,26,  5.0,25,  5.4,26,  5.0,25, 5.1,26, 20.7,25, 45.8,26, 76.4,26,  4.7,26,  6.0,26, 2.8,26, 7.3,26, 5.0,26,1024.5,0,""
40913,2010-03-19,    0.0,0, 28.6,0, 18.4,0, 18.4,0, 15.3,26,  6.0,25,  5.2,26,  6.0,25, 4.8,26, 19.4,25, 47.0,26, 87.0,26,  4.4,26,  5.6,26, 2.9,26, 6.6,26, 4.8,26,1022.4,0,""
40913,2010-03-20,    0.0,0, 28.4,0, 17.2,0, 18.4,0, 14.4,26,  3.9,25,  4.5,26,  3.9,25, 3.7,26, 14.2,25, 47.6,26, 93.8,26,  3.7,26,  4.8,26, 1.9,26, 5.4,26, 3.6,26,1021.7,0,""
40913,2010-03-21,    1.0,0, 28.2,0, 20.9,0, 22.5,0, 11.9,26,  3.1,25,  4.0,26,  3.1,25, 3.8,26, 13.1,25, 58.8,26, 91.1,26,  3.3,26,  4.2,26, 2.5,26, 5.0,26, 3.7,26,1020.6,0,""
40913,2010-03-22,    0.0,0, 28.5,0, 20.5,0, 23.2,0, 11.4,26,  2.5,25,  3.6,26,  2.5,25, 3.2,26, 10.3,25, 59.6,26, 96.2,26,  2.9,26,  3.7,26, 2.1,26, 4.3,26, 3.2,26,1018.4,0,""
40913,2010-03-23,    0.0,0, 30.0,0, 20.7,0, 23.8,0, 13.3,26,  4.1,25,  5.0,26,  4.1,25, 5.3,26, 19.8,25, 56.1,26, 97.5,26,  4.3,26,  5.2,26, 4.3,26, 6.2,26, 5.3,26,1019.4,0,""
40913,2010-03-24,    1.6,0, 29.1,0, 20.7,0, 22.0,0, 13.6,26,  5.2,25,  5.3,26,  5.2,25, 5.7,26, 21.9,25, 54.6,26, 90.2,26,  4.6,26,  5.6,26, 4.5,26, 6.8,26, 5.7,26,1020.0,0,""
40913,2010-03-25,    0.0,0, 28.8,0, 18.4,0, 19.5,0, 14.5,26,  4.5,25,  5.4,26,  4.5,25, 5.3,26, 21.2,25, 49.3,26, 92.2,26,  4.5,26,  5.6,26, 3.8,26, 6.7,26, 5.2,26,1022.9,0,""
40913,2010-03-26,    3.4,0, 28.7,0, 20.4,0, 21.7,0, 13.2,26,  4.3,25,  5.0,26,  4.3,25, 5.1,26, 19.9,25, 55.1,26, 90.6,26,  4.3,26,  5.2,26, 3.9,26, 6.3,26, 5.1,26,1022.6,0,""
40913,2010-03-27,    0.0,0, 29.1,0, 18.4,0, 22.4,0, 12.1,26,  5.2,25,  5.1,26,  5.2,25, 5.5,26, 21.6,25, 55.6,26,100.0,26,  4.2,26,  5.1,26, 4.9,26, 6.0,26, 5.5,26,1021.1,0,""
40913,2010-03-28,    0.0,0, 28.6,0, 20.5,0, 22.7,0, 12.1,26,  4.5,25,  4.3,26,  4.5,25, 4.2,26, 15.4,25, 58.0,26, 94.2,26,  3.6,26,  4.4,26, 3.0,26, 5.2,26, 4.1,26,1020.2,0,""
40913,2010-03-29,    1.2,0, 27.8,0, 20.7,0, 22.0,0, 11.7,26,  3.2,25,  4.2,26,  3.2,25, 3.9,26, 14.6,25, 58.9,26, 90.2,26,  3.4,26,  4.3,26, 2.7,26, 5.1,26, 3.9,26,1021.3,0,""
40913,2010-03-30,    3.2,0, 26.1,0, 19.5,0, 23.0,0,  7.6,26,  3.2,25,  3.4,26,  3.2,25, 3.4,26, 12.4,25, 68.0,26,100.0,26,  2.7,26,  3.2,26, 3.0,26, 3.8,26, 3.4,26,1019.8,0,""
40913,2010-03-31,    0.0,0, 27.5,0, 20.6,0, 23.4,0,  9.8,26,  3.4,25,  3.7,26,  3.4,25, 3.6,26, 12.6,25, 63.8,26, 96.5,26,  3.0,26,  3.7,26, 2.8,26, 4.3,26, 3.5,26,1018.2,0,""
40913,2010-04-01,    1.4,0, 27.7,0, 20.5,0, 22.1,0, 11.3,26,  2.6,25,  3.8,26,  2.6,25, 4.3,26, 16.6,25, 59.5,26, 91.7,26,  3.6,26,  4.5,26, 3.2,26, 5.3,26, 4.3,26,1016.7,0,""
40913,2010-04-02,    0.0,0, 27.9,0, 19.7,0, 21.0,0, 12.3,26,  5.7,25,  4.0,26,  5.7,25, 4.4,26, 17.6,25, 55.9,26, 91.5,26,  3.8,26,  4.7,26, 3.2,26, 5.6,26, 4.4,26,1017.4,0,""
40913,2010-04-03,    0.0,0, 27.6,0, 19.1,0, 19.1,0, 13.5,26,  5.8,25,  4.4,26,  5.8,25, 4.9,26, 20.1,25, 51.7,26, 86.4,26,  4.2,26,  5.2,26, 3.3,26, 6.4,26, 4.9,26,1018.7,0,""
40913,2010-04-04,    0.0,0, 26.5,0, 18.9,0, 17.7,0, 13.2,26,  3.8,25,  4.0,26,  3.8,25, 4.0,26, 16.6,25, 51.1,26, 81.1,26,  3.8,26,  4.9,26, 2.1,26, 5.8,26, 4.0,26,1018.6,0,""
40913,2010-04-05,    0.0,0, 27.7,0, 17.9,0, 17.4,0, 14.7,26,  4.7,25,  4.7,26,  4.7,25, 5.0,26, 20.8,25, 46.9,26, 84.9,26,  4.3,26,  5.5,26, 3.1,26, 6.7,26, 4.9,26,1018.9,0,""
40913,2010-04-06,    0.0,0, 26.1,0, 17.8,0, 19.0,0, 10.9,26,  3.0,25,  3.6,26,  3.0,25, 3.7,26, 15.6,25, 56.2,26, 93.3,26,  3.3,26,  4.2,26, 2.5,26, 4.9,26, 3.7,26,1020.5,0,""
40913,2010-04-07,    0.0,0, 27.7,0, 17.5,0, 19.7,0, 12.3,26,  3.2,25,  3.4,26,  3.2,25, 3.1,26, 11.9,25, 53.0,26, 98.6,26,  3.0,26,  4.0,26, 1.7,26, 4.4,26, 3.1,26,1021.7,0,""
40913,2010-04-08,    0.0,0, 31.0,0, 18.0,0, 19.6,0, 17.6,26,  3.4,25,  4.9,26,  3.4,25, 4.8,26, 19.0,25, 43.6,26, 95.0,26,  4.4,26,  5.7,26, 2.8,26, 6.6,26, 4.7,26,1018.7,0,""
